Lat,Long,Clay_1,Clay_2,Silt_1,Silt_2,Sand_1,Sand_2,Transformed_1,Transformed_2,Transformed_3,Transformed_4
-0.57,-72.470001,-54.398914641541914,-2.889109886940402,-54.77746605687772,-0.29640575518645723,109.2963390215613,1.197387773438951,-4.993995651860769,-2.6541569312459408,0.6688246153436016,-0.9522131437510677
-0.58,-72.379997,14.570886654801399,-22.87072785132158,14.780159367177584,-10.077841273427305,-28.655336238164296,12.639848190646816,1.1673424473067073,0.05647763646630066,1.5087265034471518,-0.7231541281016863
-1.28,-70.830002,-5.293610048046768,-14.044022413458377,-18.87278017873203,0.57252957124281,24.637804950921897,14.225388314177435,-0.6255490384939787,-1.1037613417429908,0.7964311026536273,-0.47959281325328884
1.262778,-77.289722,13.065132402839943,2.573755859395536,11.229119429093682,0.618743325291962,-24.3429708751458,-1.5356956803852069,1.0609145903431514,0.19053426449144228,-0.1526470828374239,0.1431971579547772
1.116111,-77.4275,-0.8494099099464206,-16.097794384811195,-7.178152844982089,-14.74360581999572,8.510411152756074,1.2200590912220128,-0.23410093732905085,-0.75377195947641,0.8935368252653466,-0.19348357895509433
0.97,-77.744444,-13.932598283593665,-0.3287948236888161,20.573643011455673,5.738251691607078,-6.656485919033246,5.13955504824362,-0.5818021575091537,0.6974909057528866,0.20243054466169033,-0.5609380622999312
0.940833,-77.835278,-26.176725857193684,10.454011418733922,22.27994198356143,-5.52568461121301,3.5265814644234816,-16.835352972823994,-1.6920563169798009,1.222087831381301,-0.7485430342370317,-0.1981260171350575
1.200556,-77.325278,-4.477579407308592,1.5674833286237417,1.995965206283443,-3.757428144922103,2.4520702969647057,-5.646465495234272,-0.2603854450340512,-0.04345405517699123,-0.15510297093957354,-0.19446285087611098
1.375556,-77.2875,5.455443899653968,9.295823613065346,23.544732927289193,2.645813455905722,-29.330699170589984,-6.1918123344829334,0.8514437420323173,0.7865229893951919,-0.46686078369780715,0.44712635681959795
1.117222,-77.381944,1.9347410997481713,-11.097799331159043,-6.5754759337105595,-12.439560704792065,5.036869575775767,-1.121942710288738,0.010757595909535771,-0.6817992650788305,0.5329387043411785,0.1729616933909501
1.353611,-77.271389,-3.8191143649899604,-11.06029976514631,0.23737576889848233,-3.2351539943171743,3.8191354196505594,8.165738421213906,-0.2789856738423946,-0.2749719546868871,0.6810709762012457,0.348588622113534
2.35,-76.4,-12.356952253057218,-8.355109610659943,-3.865175142135693,-2.443533332137214,16.433320903022015,5.625008340084961,-0.9135042086117054,-0.30398213388271333,0.5443815099189703,0.0033283577046820134
