Occurrence Date,Department,Municipality,Lat,Long,Confidence ratio (km),Deaths,Trigger,Source,Rain Yesterday,Rain Today,Landslide
2013-11-07,CALDAS,MANIZALES,5.06,-75.51,2.5,1,Unknown,UNGRD,33.1,3.6,1
2013-11-15,ANTIOQUIA,SANTO DOMINGO,6.48,-75.14,9.18,5,Unknown,UNGRD,6.0,23.0,1
2013-11-28,CALDAS,MANIZALES,5.06,-75.51,2.5,3,Unknown,UNGRD,26.0,7.8,1
2013-11-29,QUINDIO,ARMENIA,4.5,-75.73,6.17,1,Unknown,UNGRD,7.8,17.8,1
2013-12-13,HUILA,NEIVA,3.04,-75.26,1.57,4,Unknown,UNGRD,1.5,0.2,1
2013-12-23,HUILA,ISNOS,1.94,-76.13,0.86,1,Unknown,UNGRD,10.3,4.1,1
2013-12-23,QUINDIO,GENOVA,4.18,-75.76,9.65,1,Unknown,UNGRD,5.0,61.0,1
2014-01-07,CAUCA,PATIA,2.16,-77.05,15.51,2,Unknown,SIMMA,14.5,11.3,1
2014-02-02,CAUCA,BALBOA (C),2.04,-77.22,0.45,5,Human activity,UNGRD - SIMMA,0.0,0.0,1
2014-02-14,NARIÑO,SANTA BARBARA (N),2.07,-77.71,19.55,6,Human activity,News report,5.8,4.3,1
2014-03-01,TOLIMA,MARIQUITA,5.24,-74.91,9.68,1,Unknown,UNGRD - SIMMA,11.4,24.8,1
2014-03-09,CALDAS,MANIZALES,5.06,-75.51,2.5,2,Unknown,SIMMA,7.1,4.5,1
2014-03-09,CAUCA,CALOTO,3.06,-76.32,9.22,1,Rainfall,UNGRD,2.9,3.1,1
2014-03-12,VALLE DEL CAUCA,CALI,3.44,-76.52,4.5,1,Unknown,SIMMA,0.0,0.0,1
2014-03-13,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,4,Unknown,UNGRD - SIMMA,1.1,0.7,1
2014-03-13,VALLE DEL CAUCA,PALMIRA,3.56,-76.23,17.88,2,Unknown,UNGRD,0.0,0.0,1
2014-03-13,HUILA,PALERMO,2.91,-75.44,16.79,1,Unknown,UNGRD,0.0,0.0,1
2014-03-26,CHOCO,QUIBDO,5.88,-76.41,33.43,2,Unknown,UNGRD,10.4,7.4,1
2014-03-27,TOLIMA,SANTA ISABEL,4.7,-75.11,9.27,1,Unknown,UNGRD,7.1,0.1,1
2014-04-24,ANTIOQUIA,ANORI,7.19,-75.11,21.2,1,Human activity,UNGRD - SIMMA,16.6,4.1,1
2014-04-30,CAUCA,SANTANDER DE QUILICHAO,2.98,-76.5,12.85,16,Human activity,News report,2.0,3.2,1
2014-05-08,NARIÑO,ILES,0.98,-77.52,5.06,4,Rainfall,UNGRD,16.0,35.0,1
2014-05-09,ANTIOQUIA,FRONTINO,6.69,-76.33,20.72,1,Unknown,UNGRD,34.2,13.0,1
2014-05-11,HUILA,SUAZA,1.94,-75.8,1.24,1,Unknown,UNGRD,8.0,19.7,1
2014-05-26,TOLIMA,HERVEO,5.07,-75.24,10.14,1,Unknown,UNGRD,0.0,2.0,1
2014-06-02,NARIÑO,ROBERTO PAYAN,2.09,-78.37,7.18,3,Human activity,UNGRD,3.0,2.3,1
2014-07-23,CAUCA,TIMBIQUI,2.64,-77.59,0.25,7,Human activity,UNGRD,0.0,0.0,1
2014-08-01,NARIÑO,BARBACOAS,1.45,-78.16,29.5,1,Human activity,UNGRD,0.0,0.0,1
2014-09-09,CALDAS,MARMATO,5.49,-75.6,3.4,1,Human activity,ANM,0.0,0.0,1
2014-09-17,CHOCO,ISTMINA,5.16,-76.69,0.5,3,Rainfall,UNGRD,7.2,18.2,1
2014-09-25,CUNDINAMARCA,GUADUAS,5.08,-74.71,2.95,4,Unknown,UNGRD,1.4,2.8,1
2014-10-07,MAGDALENA,FUNDACION,10.46,-73.88,17.57,6,Rainfall,News report - UNGRD,11.0,5.2,1
2014-10-28,TOLIMA,LIBANO,4.88,-75.05,9.52,1,Unknown,UNGRD,0.7,2.8,1
2014-10-30,ANTIOQUIA,BELLO,6.36,-75.59,6.87,1,Rainfall,UNGRD,3.2,2.6,1
2014-11-13,ANTIOQUIA,DON MATIAS,6.49,-75.42,8.02,2,Rainfall,UNGRD,14.8,3.2,1
2014-11-17,NORTE DE SANTANDER,SAN CALIXTO,8.48,-73.13,11.25,1,Human activity,UNGRD,0.0,0.0,1
2014-11-18,CALDAS,RIOSUCIO (C),5.44,-75.75,11.07,3,Unknown,UNGRD,13.2,6.3,1
2014-11-18,TOLIMA,PURIFICACION,3.92,-74.89,1.32,1,Unknown,UNGRD,1.3,9.2,1
2014-11-20,RISARALDA,QUINCHIA,5.32,-75.71,6.67,3,Unknown,SIMMA,3.8,1.4,1
2014-12-20,CAUCA,MERCADERES,2.04,-77.22,0.61,5,Rainfall,UNGRD,3.7,8.3,1
2014-12-20,CAUCA,BOLIVAR (C),1.85,-76.96,15.93,3,Rainfall,UNGRD,2.5,6.5,1
2015-01-08,QUINDIO,ARMENIA,4.5,-75.73,6.17,2,Unknown,UNGRD,0.0,0.0,1
2015-02-05,HUILA,PITALITO,1.85,-76.05,1.5,2,Human activity,UNGRD,2.0,3.5,1
2015-02-17,ANTIOQUIA,BURITICA,6.71,-75.91,0.98,1,Human activity,UNGRD,0.5,3.0,1
2015-02-23,ANTIOQUIA,YALI,6.72,-74.76,11.88,2,Human activity,UNGRD,0.0,0.0,1
2015-03-05,ATLANTICO,MALAMBO,10.85,-74.81,5.61,2,Human activity,News report - SIMMA,0.0,0.0,1
2015-03-09,CHOCO,NOVITA,4.96,-76.52,7.3,3,Human activity,UNGRD,1.1,4.0,1
2015-03-10,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,1,Human activity?,UNGRD,0.0,0.0,1
2015-03-18,TOLIMA,ICONONZO,4.13,-74.54,8.3,1,Rainfall,UNGRD,9.5,9.2,1
2015-05-18,ANTIOQUIA,SALGAR,5.97,-75.98,9.63,95,Rainfall,UNGRD,1.0,11.1,1
2015-05-21,CUNDINAMARCA,UBALA,4.73,-73.49,1.49,1,Unknown,UNGRD,0.0,1.7,1
2015-05-23,CHOCO,MEDIO BAUDO,5.11,-77.0,20.92,1,Rainfall,UNGRD,2.3,7.8,1
2015-05-29,ANTIOQUIA,SEGOVIA,7.08,-74.7,0.5,1,Unknown,UNGRD,19.3,14.5,1
2015-06-14,BOYACA,VIRACACHA,5.45,-73.26,2.01,1,Human activity,UNGRD,36.2,6.3,1
2015-06-16,QUINDIO,ARMENIA,4.5,-75.73,6.17,1,Human activity,UNGRD,3.6,0.0,1
2015-06-25,BOYACA,UMBITA,5.22,-73.46,6.8,2,Unknown,UNGRD,2.2,3.6,1
2015-07-01,BOYACA,MACANAL,4.98,-73.29,7.96,1,Unknown,UNGRD,4.2,13.2,1
2015-07-08,NORTE DE SANTANDER,LABATECA,7.22,-72.48,9.02,1,Rainfall,UNGRD - SIMMA,2.4,0.0,1
2015-08-23,ANTIOQUIA,CIUDAD BOLIVAR,5.84,-76.01,9.09,1,Unknown,CDN_CB,0.5,10.0,1
2015-08-27,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,1,Human activity,UNGRD - SIMMA,17.4,12.0,1
2015-09-12,CHOCO,ATRATO,5.48,-76.6,5.99,1,Human activity,UNGRD,8.6,0.7,1
2015-09-16,CAUCA,EL TAMBO (C),2.41,-76.69,1.38,1,Unknown,UNGRD,0.0,0.0,1
2015-10-13,HUILA,SAN AGUSTIN,1.92,-76.42,21.02,1,Unknown,UNGRD,4.4,13.0,1
2015-10-16,TOLIMA,MELGAR,4.19,-74.61,8.03,1,Unknown,UNGRD,2.2,3.6,1
2015-11-08,CAUCA,GUAPI,2.49,-77.58,11.13,3,Human activity,UNGRD,4.3,0.7,1
2015-11-12,ANTIOQUIA,AMAGA,6.03,-75.71,5.14,2,Unknown,UNGRD - SIMMA,1.3,0.3,1
2015-11-12,NORTE DE SANTANDER,BUCARASICA,8.08,-72.93,9.27,2,Human activity,UNGRD,0.0,0.0,1
2015-11-17,CAUCA,TIMBIQUI,2.7,-77.49,25.62,1,Human activity,UNGRD,0.4,3.5,1
2015-12-02,BOYACA,MONIQUIRA,5.86,-73.56,8.28,2,Human activity,UNGRD - SIMMA,1.3,0.0,1
2016-01-25,NARIÑO,CUMBAL,0.94,-77.96,17.07,9,Unknown,UNGRD - SIMMA,4.9,4.2,1
2016-01-25,CAUCA,TIMBIQUI,2.7,-77.49,25.62,1,Human activity,UNGRD,0.6,1.8,1
2016-02-06,CAUCA,EL TAMBO,2.46,-76.81,0.5,2,Human activity,UNGRD,0.7,0.0,1
2016-03-17,TOLIMA,SANTA ISABEL,4.7,-75.11,9.27,1,Human activity,UNGRD,6.0,2.6,1
2016-04-01,CAUCA,SANTANDER DE QUILICHAO,2.98,-76.5,12.85,4,Human activity,News report - UNGRD,2.9,10.2,1
2016-04-03,ANTIOQUIA,GUATAPE,6.24,-75.16,5.19,2,Unknown,UNGRD - SIMMA,5.4,0.4,1
2016-04-06,VALLE DEL CAUCA,CALI,3.44,-76.52,4.5,1,Human activity,UNGRD,5.7,1.2,1
2016-04-07,NARIÑO,IMUES,1.05,-77.5,0.25,1,Human activity,UNGRD,1.5,1.7,1
2016-04-12,RISARALDA,GUATICA,5.32,-75.8,5.66,1,Unknown,UNGRD - SIMMA,27.5,26.2,1
2016-04-14,CUNDINAMARCA,VIANI,4.91,-74.55,4.61,1,Rainfall,UNGRD,1.4,1.5,1
2016-04-23,CHOCO,TADO,5.27,-76.33,15.08,8,Rainfall,UNGRD - SIMMA,5.4,2.8,1
2016-04-28,META,VILLAVICENCIO,4.09,-73.49,20.43,1,Rainfall,UNGRD,50.7,28.6,1
2016-05-04,NARIÑO,CHACHAGUI,1.39,-77.27,6.82,1,Unknown,UNGRD,1.7,0.7,1
2016-05-18,SANTANDER,ONZAGA,6.34,-72.81,12.48,1,Rainfall,UNGRD,6.3,16.1,1
2016-06-09,CHOCO,QUIBDO,5.75,-76.41,0.1,13,Rainfall,UNGRD - SIMMA,1.7,22.7,1
2016-06-21,CUNDINAMARCA,GAMA,4.72,-73.6,5.84,1,Human activity,UNGRD,7.9,1.1,1
2016-06-23,NARIÑO,RICAURTE (N),1.15,-78.06,18.33,2,Rainfall,UNGRD,3.3,1.1,1
2016-07-02,HUILA,SUAZA,1.87,-75.81,11.7,2,Rainfall,UNGRD,5.2,0.5,1
2016-08-15,HUILA,PALERMO,2.92,-75.66,1.91,2,Human activity,UNGRD,0.1,0.0,1
2016-08-22,CHOCO,BAGADO,5.33,-75.89,0.65,3,Human activity,UNGRD,0.0,0.0,1
2016-08-26,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,1,Human activity,UNGRD,0.0,21.0,1
2016-09-12,NORTE DE SANTANDER,LABATECA,7.22,-72.48,9.02,1,Unknown,UNGRD - News report,11.8,5.4,1
2016-09-24,CHOCO,TADO,5.27,-76.33,15.08,2,Human activity,UNGRD,5.2,5.4,1
2016-10-04,CAUCA,INZA,2.44,-76.17,19.62,1,Rainfall,UNGRD,1.5,6.9,1
2016-10-11,ANTIOQUIA,DABEIBA,7.08,-76.29,1.21,7,Rainfall,UNGRD,12.0,29.0,1
2016-10-12,CUNDINAMARCA,LA VEGA (CD),4.98,-74.34,7.02,2,Unknown,UNGRD,1.9,5.2,1
2016-10-12,CALDAS,FILADELFIA,5.29,-75.59,7.85,1,Unknown,UNGRD,8.6,8.4,1
2016-10-12,CAUCA,GUAPI,2.55,-77.87,1.9,2,Human activity,UNGRD,0.0,2.6,1
2016-10-26,ANTIOQUIA,COPACABANA,6.35,-75.5,4.67,15,Unknown,UNGRD,22.1,0.7,1
2016-11-08,CAUCA,EL TAMBO (C),2.53,-77.01,29.51,9,Unknown,UNGRD,17.0,8.0,1
2016-11-14,CHOCO,MEDIO ATRATO,6.06,-76.6,2.5,2,Human activity,UNGRD,15.4,53.2,1
2016-11-25,ANTIOQUIA,REMEDIOS,7.0,-74.56,25.2,1,Human activity,UNGRD,12.3,11.0,1
2016-11-28,CAUCA,PATIA,2.16,-77.05,15.51,2,Unknown,UNGRD,1.7,3.4,1
2016-12-01,VALLE DEL CAUCA,CALI,3.42,-76.56,0.5,6,Rainfall,UNGRD - SIMMA,0.0,0.0,1
2017-01-15,SANTANDER,SABANA DE TORRES,7.42,-73.46,2.04,2,Human activity,UNGRD,0.4,1.1,1
2017-01-18,CALDAS,NEIRA,5.18,-75.51,10.83,3,Unknown,UNGRD - SIMMA,10.1,15.9,1
2017-01-21,HUILA,OPORAPA,2.06,-76.04,7.01,1,Unknown,UNGRD - SIMMA,22.5,9.7,1
2017-01-21,NARIÑO,ILES,0.98,-77.52,5.06,1,Rainfall,UNGRD,30.8,11.8,1
2017-02-16,CAUCA,GUAPI,2.41,-77.69,28.59,2,Human activity,UNGRD,0.5,1.2,1
2017-02-21,CUNDINAMARCA,GACHETA,4.87,-73.62,9.11,3,Rainfall,UNGRD,0.0,3.8,1
2017-03-10,ANTIOQUIA,GIRALDO,6.65,-75.96,6.33,1,Unknown,UNGRD,5.0,15.7,1
2017-03-25,CUNDINAMARCA,TENA,4.67,-74.37,4.04,4,Rainfall,UNGRD,32.4,4.7,1
2017-03-26,NARIÑO,CHACHAGUI,1.39,-77.27,6.82,1,Rainfall,UNGRD,19.6,8.0,1
2017-03-29,SANTANDER,SAN JOAQUIN,6.46,-72.85,6.76,1,Rainfall,UNGRD,2.5,19.1,1
2017-03-30,HUILA,TERUEL,2.85,-75.76,12.23,4,Rainfall,UNGRD,14.6,13.3,1
2017-03-31,PUTUMAYO,MOCOA,1.16,-76.66,0.5,333,Rainfall,UNGRD,8.0,32.7,1
2017-03-31,ANTIOQUIA,LA CEJA,5.99,-75.43,6.56,1,Rainfall,UNGRD,25.5,29.3,1
2017-03-31,HUILA,SALADOBLANCO,2.03,-76.14,1.08,1,Unknown,UNGRD,9.6,20.3,1
2017-04-01,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,1,Unknown,SIMMA,29.3,12.0,1
2017-04-10,RISARALDA,PEREIRA,4.8,-75.89,4.2,1,Human activity,UNGRD,35.0,0.8,1
2017-04-12,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,1,Human activity,News report,4.6,8.6,1
2017-04-12,RISARALDA,PEREIRA,4.82,-75.7,6.5,1,Human activity,UNGRD,0.5,5.5,1
2017-04-19,CALDAS,MANIZALES,5.06,-75.51,2.5,17,Unknown,UNGRD,0.9,51.0,1
2017-04-20,CHOCO,BAGADO,5.5,-76.2,16.03,2,Rainfall,UNGRD - SIMMA,29.4,15.2,1
2017-05-02,ANTIOQUIA,COCORNA,6.02,-75.17,8.45,3,Rainfall,UNGRD,4.2,6.0,1
2017-05-03,NORTE DE SANTANDER,PAMPLONA,7.38,-72.65,0.75,1,Unknown,UNGRD - SIMMA,0.5,11.3,1
2017-05-04,CAUCA,TIMBIQUI,2.7,-77.49,24.02,1,Human activity,UNGRD,3.0,4.1,1
2017-05-10,NORTE DE SANTANDER,TEORAMA,8.64,-73.18,1.44,2,Rainfall,UNGRD,1.8,2.7,1
2017-05-11,ANTIOQUIA,VALDIVIA,7.26,-75.4,13.43,2,Unknown,News report,20.8,6.7,1
2017-05-12,RISARALDA,QUINCHIA,5.32,-75.71,6.67,1,Unknown,UNGRD,9.4,3.4,1
2017-05-16,CUNDINAMARCA,SOACHA,4.58,-74.24,7.73,4,Unknown,UNGRD,21.2,8.2,1
2017-05-16,CUNDINAMARCA,GUADUAS,5.21,-74.71,2.34,1,Unknown,UNGRD,16.4,27.5,1
2017-06-08,ANTIOQUIA,ITUANGO,7.26,-75.85,1.78,1,Human activity,UNGRD,10.5,11.9,1
2017-06-11,ANTIOQUIA,AMALFI,7.13,-75.01,2.54,1,Human activity,UNGRD,2.5,15.3,1
2017-06-12,CAUCA,GUAPI,2.41,-77.69,28.59,3,Human activity,News Report - UNGRD,13.4,24.4,1
2017-06-30,CALDAS,MANIZALES,5.06,-75.51,2.5,1,Human activity,UNGRD,0.7,4.0,1
2017-07-27,HUILA,TIMANA,1.95,-75.92,7.7,1,Human activity,UNGRD,0.0,1.7,1
2017-08-03,CORDOBA,AYAPEL,8.26,-75.05,24.81,1,Human activity,News report,0.0,1.0,1
2017-08-20,NARIÑO,TUQUERRES,1.13,-77.63,8.31,2,Unknown,UNGRD,7.7,2.2,1
2017-08-21,CAUCA,TIMBIQUI,2.85,-77.25,0.5,1,Human activity,UNGRD,1.8,3.4,1
2017-09-05,CESAR,CHIMICHAGUA,9.28,-73.85,20.97,1,Unknown,News report,0.0,0.2,1
2017-09-28,CAQUETA,FLORENCIA,1.61,-75.6,1.5,1,Rainfall,UNGRD,4.2,10.4,1
2017-10-03,ANTIOQUIA,SONSON,5.7,-75.23,20.7,1,Unknown,UNGRD,14.6,12.3,1
2017-10-06,CHOCO,TADO,5.27,-76.33,15.08,6,Human activity,UNGRD,11.6,3.5,1
2017-11-01,CAUCA,INZA,2.44,-76.17,19.62,1,Unknown,UNGRD,0.1,1.6,1
2017-11-02,CALDAS,SAMANA,5.44,-75.01,2.75,2,Rainfall,SIMMA,3.1,12.7,1
2017-11-07,CAUCA,CORINTO,3.17,-76.26,0.5,6,Rainfall,UNGRD,0.0,5.9,1
2017-11-09,ANTIOQUIA,SAN JERONIMO,6.44,-75.7,7.24,1,Unknown,UNGRD,0.1,3.0,1
2017-11-15,CAUCA,LA VEGA (C),2.12,-76.78,0.81,1,Unknown,UNGRD,4.1,3.9,1
2017-12-02,CAUCA,ROSAS,2.22,-76.7,0.5,1,Rainfall,UNGRD,20.4,10.1,1
2017-12-16,CORDOBA,TIERRALTA,7.81,-76.17,39.57,1,Human activity,UNGRD,0.0,0.0,1
2018-01-20,NARIÑO,MALLAMA,1.16,-77.85,13.46,13,Unknown,UNGRD,5.2,4.2,1
2018-01-30,CUNDINAMARCA,ZIPAQUIRA,5.07,-74.05,7.85,1,Human activity,UNGRD,0.0,0.0,1
2018-01-30,CUNDINAMARCA,TOCANCIPA,4.97,-73.93,4.87,1,Human activity,News report,0.0,0.0,1
2018-02-07,HUILA,TESALIA,2.53,-75.68,11.06,1,Unknown,UNGRD,0.0,0.3,1
2018-02-16,SANTANDER,SIMACOTA,6.5,-73.36,1.25,1,Unknown,UNGRD,0.0,0.0,1
2018-02-22,RISARALDA,PUEBLO RICO,5.36,-76.12,0.87,1,Human activity,UNGRD,31.8,14.9,1
2018-03-31,CAUCA,CORINTO,3.14,-76.21,10.19,1,Unknown,UNGRD,7.5,11.0,1
2018-04-02,HUILA,TIMANA,1.95,-75.92,7.7,1,Unknown,UNGRD,10.7,7.8,1
2018-04-03,ANTIOQUIA,MEDELLIN,6.26,-75.61,10.86,2,Human activity,News report,6.8,0.1,1
2018-04-04,NARIÑO,IPIALES,0.5,-77.24,22.45,1,Unknown,UNGRD,5.4,14.0,1
2018-04-06,TOLIMA,CAJAMARCA,4.43,-75.4,1.03,1,Human activity,UNGRD,2.2,5.3,1
2018-04-07,CALDAS,MANIZALES,5.07,-75.49,11.0,1,Human activity,UNGRD,5.3,0.0,1
2018-04-14,ANTIOQUIA,CONCORDIA,6.05,-75.9,8.74,1,Rainfall,UNGRD,19.0,2.0,1
2018-04-14,VALLE DEL CAUCA,TULUA,4.04,-75.99,5.88,1,Unknown,News report,13.1,21.2,1
2018-04-19,ANTIOQUIA,ANORI,7.22,-75.27,2.92,5,Human activity,UNGRD,1.2,0.0,1
2018-04-20,CESAR,LA PAZ,10.25,-73.08,18.47,1,Human activity,UNGRD,0.0,0.0,1
2018-04-20,CESAR,SAN DIEGO,10.17,-73.29,14.37,1,Human activity,UNGRD,0.0,0.0,1
2018-05-05,CUNDINAMARCA,SUPATA,5.06,-74.23,6.44,2,Unknown,UNGRD,5.8,14.6,1
2018-05-07,SANTANDER,FLORIDABLANCA,7.08,-73.07,5.61,2,Unknown,UNGRD,19.5,12.5,1
2018-05-11,ANTIOQUIA,SANTA BARBARA (A),5.89,-75.59,8.17,1,Unknown,UNGRD,6.7,5.4,1
2018-05-12,ANTIOQUIA,AMAGA,6.03,-75.71,5.14,1,Rainfall,SIMMA,5.4,1.6,1
2018-05-12,CUNDINAMARCA,GUAYABETAL,4.23,-73.84,8.4,1,Unknown,UNGRD,15.5,5.3,1
2018-05-15,SANTANDER,ONZAGA,6.34,-72.81,12.48,1,Rainfall,UNGRD,26.5,8.6,1
2018-05-27,TOLIMA,CAJAMARCA,4.4,-75.41,1.52,1,Unknown,UNGRD,0.1,0.6,1
2018-06-02,ANTIOQUIA,COCORNA,6.02,-75.17,8.45,1,Human activity,SIMMA,23.7,9.2,1
2018-06-11,CAQUETA,FLORENCIA,1.75,-75.56,28.7,1,Rainfall,UNGRD,3.5,3.1,1
2018-06-12,NARIÑO,PASTO,1.08,-77.2,18.51,2,Human activity,SIMMA,2.6,0.0,1
2018-06-18,BOYACA,TIBANA,5.3,-73.39,6.22,2,Unknown,SIMMA,7.6,1.5,1
2018-06-22,CUNDINAMARCA,CAQUEZA,4.4,-73.94,5.98,4,Unknown,News report,3.2,19.2,1
2018-06-28,CHOCO,NOVITA,4.85,-76.62,17.35,1,Human activity,UNGRD,17.3,43.8,1
2018-07-10,CESAR,PUEBLO BELLO,10.42,-73.61,15.41,3,Unknown,UNGRD - SIMMA,0.0,1.7,1
2018-08-21,CUNDINAMARCA,TOCANCIPA,4.97,-73.93,4.87,1,Human activity,UNGRD,12.6,6.7,1
2018-08-29,ANTIOQUIA,TARAZA,7.49,-75.49,23.38,3,Human activity,UNGRD,0.8,3.7,1
2018-09-20,ANTIOQUIA,CIUDAD BOLIVAR,5.84,-76.01,9.09,3,Rainfall,UNGRD,5.2,0.9,1
2018-10-10,NORTE DE SANTANDER,OCAÑA,8.39,-73.45,4.67,1,Rainfall,UNGRD,7.0,0.8,1
2018-10-11,CALDAS,MARQUETALIA,5.31,-75.04,5.36,12,Rainfall,UNGRD,12.9,8.4,1
2018-10-13,NORTE DE SANTANDER,GRAMALOTE,7.91,-72.81,6.91,1,Rainfall,UNGRD,11.6,1.6,1
2018-10-19,CAUCA,TIMBIQUI,2.7,-77.49,24.02,1,Human activity,UNGRD,1.4,3.5,1
2018-10-20,SANTANDER,BARRANCABERMEJA,7.06,-73.85,6.0,9,Rainfall,UNGRD,10.9,12.4,1
2018-11-02,RISARALDA,DOSQUEBRADAS,4.84,-75.67,4.74,2,Unknown,UNGRD,29.0,47.0,1
2018-11-02,CAUCA,SUCRE,2.06,-76.91,6.57,2,Unknown,UNGRD,0.3,33.4,1
2018-11-09,ANTIOQUIA,RIONEGRO (A),6.15,-75.41,7.94,2,Unknown,UNGRD,2.2,1.0,1
2018-11-19,ANTIOQUIA,DABEIBA,7.05,-76.38,2.39,2,Unknown,UNGRD,27.3,11.5,1
2018-12-01,QUINDIO,CALARCA,4.47,-75.66,8.35,6,Rainfall,UNGRD,40.2,4.0,1
2018-12-13,BOYACA,GUATEQUE,5.01,-73.49,3.38,1,Earthquake,UNGRD,14.4,3.3,1
2018-12-20,PUTUMAYO,SAN FRANCISCO (P),1.14,-76.85,11.4,2,Unknown,UNGRD,3.6,0.0,1
2019-01-07,CHOCO,CARMEN DEL DARIEN,7.03,-76.97,31.82,1,Unknown,SIMMA,2.6,3.1,1
2019-01-11,ATLANTICO,MALAMBO,10.86,-74.78,1.5,2,Human activity,UNGRD,0.3,0.1,1
2019-02-15,SANTANDER,MALAGA,6.72,-72.74,4.31,2,Unknown,UNGRD,0.0,0.0,1
2019-03-12,ANTIOQUIA,REMEDIOS,7.03,-74.7,1.25,1,Human activity,UNGRD,1.5,1.0,1
2019-03-17,TOLIMA,CHAPARRAL,3.78,-75.61,1.1,2,Unknown,UNGRD,1.5,39.0,1
2019-03-22,CUNDINAMARCA,UTICA,5.19,-74.48,5.39,2,Rainfall,UNGRD,8.2,7.2,1
2019-04-01,HUILA,NEIVA,2.93,-75.28,4.5,2,Unknown,UNGRD,0.2,25.1,1
2019-04-04,RISARALDA,MISTRATO,5.36,-75.86,2.14,1,Human activity,UNGRD,5.2,8.2,1
2019-04-05,CALDAS,NEIRA,5.15,-75.49,1.16,2,Unknown,UNGRD - SIMMA,6.4,7.7,1
2019-04-05,BOLIVAR,BARRANCO DE LOBA,8.84,-74.28,11.68,2,Human activity,News Report - UNGRD,0.0,0.0,1
2019-04-06,ANTIOQUIA,CIUDAD BOLIVAR,5.84,-76.01,9.09,1,Unknown,UNGRD,7.2,56.9,1
2019-04-06,CALDAS,MANIZALES,5.14,-75.48,0.57,3,Unknown,UNGRD,7.7,9.7,1
2019-04-14,ANTIOQUIA,ANDES,5.61,-75.94,11.41,3,Rainfall,UNGRD,6.5,6.8,1
2019-04-21,CAUCA,ROSAS,2.26,-76.75,0.1,33,Unknown,UNGRD,8.6,8.9,1
2019-04-24,CALDAS,MANIZALES,5.07,-75.49,11.0,1,Unknown,UNGRD,3.0,3.0,1
2019-04-28,CAQUETA,FLORENCIA,1.75,-75.56,28.7,4,Rainfall,UNGRD,4.0,2.2,1
2019-05-02,SANTANDER,FLORIDABLANCA,7.08,-73.07,5.61,1,Human activity,News report,0.0,0.0,1
2019-05-19,TOLIMA,RIOBLANCO,3.47,-75.85,25.54,1,Unknown,UNGRD,5.8,4.1,1
2019-05-19,CUNDINAMARCA,GACHETA,4.87,-73.62,9.11,1,Unknown,UNGRD,24.9,3.6,1
2019-05-26,CUNDINAMARCA,LA PALMA,5.33,-74.41,7.75,1,Unknown,UNGRD,21.4,6.2,1
2019-05-27,RISARALDA,DOSQUEBRADAS,4.84,-75.67,4.74,1,Unknown,UNGRD,8.0,0.2,1
2019-05-29,TOLIMA,IBAGUE,4.45,-75.25,20.94,1,Unknown,UNGRD,31.0,0.2,1
2019-06-06,NARIÑO,LOS ANDES,1.67,-77.71,17.46,4,Human activity,UNGRD,4.4,0.4,1
2019-06-11,RISARALDA,PEREIRA,4.82,-75.7,6.5,4,Unknown,UNGRD,0.5,1.0,1
2019-06-22,CAQUETA,FLORENCIA,1.75,-75.56,28.7,2,Unknown,UNGRD,9.7,4.7,1
2019-06-23,HUILA,ALGECIRAS,2.5,-75.29,13.7,2,Unknown,UNGRD,0.0,0.6,1
2019-07-23,TOLIMA,IBAGUE,4.45,-75.25,20.94,1,Unknown,UNGRD,13.0,11.7,1
2019-08-31,CORDOBA,PUERTO LIBERTADOR,7.71,-75.77,22.9,1,Human activity,News report,1.0,2.1,1
2019-09-16,GUAVIARE,SAN JOSE DEL GUAVIARE,2.48,-71.92,73.09,3,Unknown,UNGRD,0.0,8.2,1
2019-09-17,QUINDIO,ARMENIA,4.5,-75.73,6.17,1,Human activity,UNGRD,15.0,48.0,1
2019-09-20,ATLANTICO,SANTO TOMAS,10.76,-74.79,4.58,1,Human activity,UNGRD,7.7,3.7,1
2019-10-06,CALDAS,MANIZALES,5.06,-75.51,2.5,2,Human activity,UNGRD,0.0,0.8,1
2019-10-11,NORTE DE SANTANDER,OCAÑA,8.39,-73.45,4.67,1,Unknown,UNGRD,5.3,10.9,1
2019-10-13,RISARALDA,PEREIRA,4.82,-75.7,6.5,1,Unknown,UNGRD,3.0,3.0,1
2019-10-18,ANTIOQUIA,MEDELLIN,6.26,-75.61,10.86,1,Unknown,UNGRD,0.8,1.1,1
2019-11-04,NARIÑO,FUNES,0.96,-77.4,11.21,1,Unknown,SIMMA,7.9,8.9,1
2019-11-05,TOLIMA,CHAPARRAL,3.74,-75.59,25.89,1,Unknown,UNGRD,1.6,1.8,1
2019-11-12,CHOCO,BAHIA SOLANO,6.25,-77.35,16.86,1,Unknown,UNGRD,10.8,89.1,1
2019-11-13,ANTIOQUIA,SAN LUIS,6.02,-75.01,12.8,1,Unknown,UNGRD,7.7,0.9,1
