profile_identifier;latitude;longitude;clay.0.5.cm;silt.0.5.cm;sand.0.5.cm;trans_1.0.5.cm;trans_2.0.5.cm
69576;-0.400000;-72.150000;46.7;15.6;37.7;-0.212104;-1.096704
69586;1.166667;-77.366667;8.9;36.2;55.0;1.823332;1.405250
69660;2.416667;-72.666667;11.7;14.1;74.1;1.845135;0.188686
69668;1.166667;-77.183333;19.8;59.5;20.7;0.040791;1.097472
69695;4.150000;-73.383333;44.2;13.5;42.3;-0.044995;-1.188546
69711;-4.133333;-69.950000;23.3;33.8;42.9;0.612859;0.373198
69746;4.166667;-72.916667;54.2;28.0;17.9;-1.109728;-0.659805
69778;-0.466667;-72.216667;36.0;13.1;50.8;0.344828;-1.008481
69856;1.116667;-77.366667;21.6;43.1;35.3;0.491097;0.692299
69923;-0.466667;-72.233333;22.0;22.0;56.1;0.937167;0.001099
69933;-0.450000;-72.216667;1.3;9.6;89.1;4.196043;1.966635
70535;2.400000;-76.650000;13.3;23.8;62.9;1.549647;0.577942
70545;5.300000;-73.849722;16.4;38.6;45.0;1.011672;0.857759
70556;5.800000;-71.849722;13.2;7.8;79.0;1.786125;-0.533778
70558;11.600000;-72.250000;31.4;24.8;43.9;0.335712;-0.235311
70559;5.800000;-71.400000;15.7;32.2;52.1;1.201816;0.721195
70570;1.000000;-75.309722;32.3;31.8;35.9;0.104089;-0.014737
70577;4.400000;-70.400000;7.5;56.2;36.3;1.582012;2.017777
70578;4.900000;-68.500000;11.4;13.3;75.2;1.883235;0.151125
70580;5.900000;-71.500000;22.6;28.1;49.4;0.781847;0.217133
70581;3.950000;-77.199722;4.2;6.4;89.4;3.048109;0.411735
70582;4.300000;-76.250000;10.2;32.2;57.5;1.728116;1.148556
70583;7.300000;-76.400000;35.5;18.2;46.3;0.264955;-0.666369
70584;8.500000;-77.260000;18.2;18.1;63.7;1.250089;-0.008314
70585;3.400000;-76.800000;12.8;15.1;72.1;1.729792;0.164007
70586;1.200000;-69.879722;5.9;3.6;90.4;2.723522;-0.486890
70587;0.700000;-70.900000;8.1;5.5;86.4;2.363571;-0.385625
70588;1.100000;-69.900000;26.0;8.6;65.4;0.922341;-1.103704
70589;1.500000;-72.699722;7.1;12.1;80.9;2.436053;0.532478
70591;1.200000;-70.250000;13.6;5.0;81.4;1.785532;-1.005790
70592;10.550000;-74.900000;68.4;13.8;17.8;-1.343371;-1.602974
70593;5.250000;-73.900000;24.9;42.6;32.5;0.264779;0.535428
70594;2.000000;-77.199722;43.8;26.8;29.4;-0.400084;-0.490002
70595;3.650000;-74.199722;14.1;24.0;61.9;1.476431;0.529506
70596;9.500000;-75.379722;32.7;47.0;20.3;-0.473617;0.363966
70598;4.650000;-74.230000;10.6;63.8;25.6;0.884595;1.796417
70599;5.400000;-75.449722;6.4;26.8;66.8;2.345937;1.432652
70600;6.400000;-70.500000;8.4;7.2;84.3;2.303490;-0.153294
70601;10.750000;-73.629722;14.9;16.9;68.1;1.518434;0.125734
70602;2.400000;-76.500000;12.8;34.7;52.5;1.414898;0.999515
70603;2.500000;-76.599722;29.8;42.2;28.0;-0.064076;0.347772
70604;3.900000;-76.599722;18.2;43.2;38.6;0.754556;0.865950
70605;7.500000;-73.360000;25.5;38.1;36.4;0.357811;0.401595
70784;-1.600000;-73.400000;22.6;19.5;58.0;0.943823;-0.146285
70811;6.300000;-74.059722;23.1;19.9;57.0;0.904879;-0.149596
70819;2.799722;-70.599722;12.3;7.2;80.5;1.875258;-0.542944
70838;3.799722;-77.099722;24.7;22.0;53.4;0.771125;-0.116104
70839;3.849722;-77.000000;32.5;31.1;36.4;0.115222;-0.044241
70888;3.660000;-76.900000;10.7;33.0;56.3;1.657591;1.123949
70937;11.649722;-72.199722;32.8;23.2;44.0;0.295037;-0.343199
70938;3.349722;-73.800000;9.1;22.4;68.5;2.022850;0.904603
70939;10.899722;-72.849722;28.2;55.8;16.0;-0.564181;0.683567
70940;10.949722;-72.800000;19.9;38.6;41.4;0.732081;0.661633
70941;3.099722;-70.800000;43.5;21.7;34.8;-0.222973;-0.693310
71330;-1.279722;-70.339722;11.9;29.8;58.3;1.589765;0.918444
71331;-1.360000;-69.949722;26.2;23.8;50.0;0.646446;-0.095332
71340;-2.339722;-72.360000;34.8;23.2;41.9;0.185428;-0.405693
71341;-1.340000;-73.309722;22.6;19.5;58.0;0.943823;-0.146285
71342;-1.110000;-74.010000;23.7;50.6;25.7;0.080951;0.756861
71387;3.259722;-68.069722;7.5;6.9;85.6;2.429697;-0.088072
71389;3.849722;-76.750000;37.2;30.3;32.5;-0.134462;-0.204584
71390;3.599722;-76.699722;49.9;26.7;23.4;-0.756675;-0.626513
71391;4.349722;-75.199722;11.5;14.4;74.1;1.864579;0.223011
71470;4.199722;-76.300000;26.0;37.0;37.0;0.351703;0.350991
71471;11.199722;-72.400000;5.3;13.1;81.6;2.731411;0.900205
71472;11.329722;-72.500000;24.0;10.7;65.3;1.000719;-0.810968
71473;11.699722;-72.250000;5.1;26.0;68.9;2.611423;1.637217
71474;4.719722;-74.099722;55.1;39.4;5.5;-2.300744;-0.333797
71475;4.719722;-74.650000;56.3;39.3;4.4;-2.549803;-0.360510
71476;10.199722;-75.400000;35.0;12.7;52.3;0.401427;-1.012498
71477;8.399722;-73.300000;34.0;22.0;44.0;0.255860;-0.436442
71478;8.399722;-77.250000;26.3;24.1;49.7;0.636759;-0.087717
71479;7.699722;-76.500000;50.7;16.5;32.8;-0.435402;-1.124295
71480;7.659722;-76.639722;24.2;24.7;51.2;0.749251;0.019487
71481;10.939722;-73.660000;10.6;24.4;64.9;1.809504;0.831481
71482;3.599722;-76.250000;18.0;43.6;38.4;0.758569;0.885836
71483;0.940000;-69.949722;2.0;2.0;96.1;3.890037;-0.004551
71484;2.299722;-76.599722;9.1;34.9;56.0;1.822551;1.351031
71485;2.599722;-75.300000;6.3;7.9;85.7;2.603913;0.220585
71486;4.849722;-74.209722;38.1;55.5;6.4;-1.776697;0.377212
71489;5.099722;-75.349722;5.4;5.7;88.9;2.800131;0.057583
71490;6.380000;-70.540000;20.6;55.3;24.1;0.154370;0.986450
71491;4.599722;-75.699722;29.2;36.3;34.5;0.166287;0.218023
71492;3.299722;-73.949722;1.9;10.1;88.0;3.819214;1.650578
71493;1.399722;-74.900000;33.9;45.9;20.2;-0.518224;0.303480
71494;5.599722;-72.050000;33.4;11.7;54.9;0.495505;-1.047843
71495;6.219722;-72.790000;8.5;33.0;58.5;1.927204;1.353325
71496;2.799722;-75.300000;23.3;22.7;54.0;0.840774;-0.023795
71497;2.599722;-75.400000;12.2;9.2;78.6;1.865742;-0.278368
71498;2.390000;-75.250000;16.7;14.4;68.9;1.414977;-0.150826
71499;1.370000;-70.870000;12.5;12.3;75.2;1.798328;-0.008970
71500;0.970000;-70.889722;20.0;20.0;60.0;1.097221;-0.000632
71501;10.949722;-73.650000;13.7;26.9;59.4;1.468650;0.678276
71502;7.449722;-73.139722;41.1;27.7;31.2;-0.274260;-0.394332
71667;-2.440000;-72.190000;30.1;39.9;30.0;-0.003455;0.280392
71710;2.819722;-71.040000;8.5;18.9;72.7;2.150177;0.801404
71711;3.099722;-76.199722;6.2;35.1;58.7;2.244146;1.729460
71712;4.829722;-68.330000;2.0;4.0;94.0;3.850482;0.693800
71745;2.600000;-72.566667;2.8;19.5;77.7;3.322878;1.940310
IGAC-AMA-PA-001;-4.157500;-69.948333;25.8;50.2;24.1;-0.066744;0.666636
IGAC-AMA-PA-002;-4.092222;-69.990556;13.9;26.2;60.0;1.462902;0.633065
IGAC-AMA-PA-003;-3.698889;-70.565833;19.7;49.1;31.1;0.455156;0.911851
IGAC-AMA-PA-004;-3.797500;-70.306111;54.5;26.5;18.9;-1.058118;-0.721245
IGAC-AMA-PA-007;-3.802778;-70.617778;34.0;52.0;13.9;-0.892070;0.424060
IGAC-AMA-PA-010;-3.852500;-70.248611;22.8;69.1;8.1;-1.029725;1.109385
IGAC-AMA-PA-011;-3.857778;-70.192500;37.1;34.0;28.9;-0.251093;-0.086790
IGAC-AMA-PA-012;-3.934167;-70.122500;59.5;14.7;25.8;-0.836783;-1.396917
IGAC-AMA-PA-013;-4.019722;-70.156111;44.9;44.0;11.1;-1.401101;-0.021358
IGAC-AMA-PA-014;-3.979444;-70.061111;29.1;16.1;54.8;0.633225;-0.592504
IGAC-AMA-PA-015;-3.798611;-69.898611;24.4;22.1;53.6;0.787247;-0.099303
IGAC-AMA-PA-016;-3.744722;-69.873611;11.0;21.6;67.4;1.810588;0.673882
IGAC-AMA-PA-017;-3.750278;-69.880000;5.6;11.8;82.6;2.689860;0.744177
IGAC-AMA-PA-018;-4.144167;-69.948056;33.6;41.8;24.6;-0.309986;0.217336
IGAC-AMA-PA-019;-4.133056;-69.951667;11.3;32.7;56.1;1.605238;1.065006
IGAC-AMA-PA-020;-2.772778;-69.821944;24.3;48.3;27.4;0.121234;0.689371
IGAC-AMA-PA-021;-2.751389;-69.817778;41.1;46.0;12.9;-1.155805;0.113345
IGAC-AMA-PA-022;-3.062222;-70.001389;23.7;44.2;32.1;0.302727;0.624764
IGAC-AMA-PA-023;-3.059167;-70.072778;25.2;38.5;36.3;0.363697;0.424031
IGAC-AMA-PA-024;-3.051389;-70.079444;32.0;52.0;16.0;-0.693147;0.485508
IGAC-AMA-PA-025;-3.188333;-70.293333;58.3;22.8;19.0;-1.122351;-0.938696
IGAC-AMA-PA-026;-3.195833;-70.293611;40.2;47.3;12.5;-1.168684;0.163892
IGAC-AMA-PA-029;-2.902222;-69.758056;32.9;29.9;37.2;0.121162;-0.096563
IGAC-AMA-PA-030;-2.642500;-70.069444;16.7;50.5;32.8;0.675195;1.105137
IGAC-AMA-PA-031;-2.582222;-70.036667;43.2;38.8;18.0;-0.878307;-0.107367
IGAC-AMA-PA-032;-2.574444;-70.015278;17.6;26.1;56.3;1.163334;0.392307
IGAC-AMA-PA-033;-2.599444;-70.220278;19.9;51.9;28.2;0.345087;0.956925
IGAC-AMA-PA-034;-2.544167;-70.174167;33.4;49.1;17.4;-0.650976;0.385283
IGAC-AMA-PA-035;-2.748056;-70.018333;13.6;49.6;36.8;0.992582;1.290019
IGAC-AMA-PA-036;-4.007778;-69.957778;37.2;14.6;48.3;0.261610;-0.935496
IGAC-AMA-PA-037;-4.044167;-69.974167;20.7;38.8;40.5;0.670933;0.627502
IGAC-AMA-PA-038;-4.080556;-69.995000;31.3;42.2;26.5;-0.167709;0.300132
IGAC-AMA-PA-039;-3.852222;-70.213056;16.9;32.9;50.2;1.092294;0.669638
IGAC-AMA-PA-040;-2.114444;-71.937778;52.0;38.0;10.0;-1.647149;-0.312104
IGAC-AMA-PA-041;-2.103056;-71.947222;69.0;24.7;6.3;-2.388192;-1.028022
IGAC-AMA-PA-042;-2.108056;-71.942222;49.9;38.1;12.0;-1.421728;-0.268450
IGAC-AMA-PA-043;-2.123611;-71.753889;79.7;12.3;8.0;-2.297637;-1.868969
IGAC-AMA-PA-044;-2.115278;-71.748333;49.4;30.3;20.4;-0.886033;-0.488593
IGAC-AMA-PA-046;-2.154444;-71.767500;81.8;8.1;10.1;-2.095342;-2.306706
IGAC-AMA-PA-047;-2.233333;-71.863056;33.8;53.4;12.7;-0.975766;0.457347
IGAC-AMA-PA-048;-2.230556;-71.853333;11.3;38.9;49.8;1.485558;1.239130
IGAC-AMA-PA-049;-2.208889;-71.674444;46.1;46.6;7.3;-1.842962;0.009647
IGAC-AMA-PA-051;-2.215000;-71.678889;44.3;41.5;14.2;-1.135718;-0.065357
IGAC-AMA-PA-052;-2.178056;-71.517500;43.3;48.2;8.6;-1.620596;0.107019
IGAC-AMA-PA-053;-2.167222;-72.018611;28.0;56.3;15.6;-0.582417;0.699109
IGAC-AMA-PA-054;-2.175000;-71.703889;6.9;30.1;63.0;2.211677;1.474492
IGAC-AMA-PA-055;-2.169167;-71.698611;29.0;54.9;16.2;-0.581291;0.639241
IGAC-AMA-PA-056;-2.200833;-70.881389;43.0;35.8;21.2;-0.704181;-0.183061
IGAC-AMA-PA-057;-2.208333;-70.880000;44.2;40.8;15.0;-1.082445;-0.079559
IGAC-AMA-PA-058;-2.194444;-70.811944;25.0;60.5;14.5;-0.544579;0.884867
IGAC-AMA-PA-059;-2.193611;-70.803889;25.5;60.2;14.3;-0.575775;0.858496
IGAC-AMA-PA-060;-2.231667;-70.742222;27.5;52.2;20.3;-0.304619;0.641203
IGAC-AMA-PA-061;-2.240833;-70.745833;48.7;39.1;12.3;-1.377859;-0.219008
IGAC-AMA-PA-062;-2.263611;-70.775000;42.1;48.0;10.0;-1.438392;0.131498
IGAC-AMA-PA-063;-2.256944;-70.769167;28.9;51.4;19.8;-0.376863;0.576490
IGAC-AMA-PA-064;-2.166667;-70.752778;65.9;32.1;2.0;-3.494825;-0.718775
IGAC-AMA-PA-065;-2.167222;-70.760000;43.6;54.2;2.2;-2.999170;0.216980
IGAC-AMA-PA-067;-2.214167;-70.945000;13.7;53.3;33.0;0.878338;1.356561
IGAC-AMA-PA-068;-2.263333;-70.715556;33.1;16.5;50.4;0.420470;-0.698162
IGAC-AMA-PA-069;-2.187500;-70.738056;31.5;19.3;49.2;0.445922;-0.487831
IGAC-AMA-PA-070;-2.197222;-70.739444;41.4;56.9;1.7;-3.207451;0.318571
IGAC-AMA-PA-071;-2.235278;-70.902778;41.8;31.3;26.9;-0.443000;-0.288637
IGAC-AMA-PA-072;-2.238889;-70.909167;10.8;43.6;45.7;1.445486;1.398168
IGAC-AMA-PA-073;-2.866667;-69.817500;39.0;54.7;6.2;-1.831571;0.338708
IGAC-AMA-PA-074;-2.937500;-69.843889;27.7;31.6;40.7;0.384508;0.133864
IGAC-AMA-PA-075;-2.943889;-69.838056;34.5;31.3;34.2;-0.009023;-0.096296
IGAC-AMA-PA-076;-2.886111;-69.813611;54.4;34.1;11.5;-1.557325;-0.468555
IGAC-AMA-PA-077;-2.936389;-69.773611;4.2;9.7;86.0;3.011175;0.832738
IGAC-AMA-PA-078;-2.928889;-69.782500;2.0;14.4;83.6;3.733120;1.972780
IGAC-AMA-PA-079;-2.925000;-69.771389;3.9;28.9;67.2;2.850482;2.005559
IGAC-AMA-PA-080;-1.280556;-69.638611;4.0;12.0;84.0;3.044522;1.098612
IGAC-AMA-PA-081;-1.273056;-69.646389;8.4;2.9;88.7;2.352067;-1.082794
IGAC-AMA-PA-082;-1.299167;-69.613889;4.0;6.8;89.2;3.104967;0.525619
IGAC-AMA-PA-084;-1.292222;-69.620556;2.0;11.8;86.2;3.763465;1.775373
IGAC-AMA-PA-085;-1.286389;-69.626389;9.3;23.8;66.9;1.976413;0.943492
IGAC-AMA-PA-086;-1.321667;-69.608056;2.1;15.3;82.6;3.670337;1.987399
IGAC-AMA-PA-087;-1.329444;-69.600278;4.0;3.7;92.3;3.138285;-0.066432
IGAC-AMA-PA-088;-1.337778;-69.598611;9.7;25.7;64.6;1.895344;0.974955
IGAC-AMA-PA-089;-1.215000;-70.108611;45.4;24.3;30.4;-0.401562;-0.626343
IGAC-AMA-PA-090;-1.213611;-70.115833;24.8;29.9;45.3;0.600822;0.183983
IGAC-AMA-PA-091;-1.174167;-70.200833;25.9;52.4;21.7;-0.178185;0.703755
IGAC-AMA-PA-092;-1.174167;-70.117222;32.9;38.1;28.9;-0.129405;0.145878
IGAC-AMA-PA-093;-1.304167;-70.164722;9.5;5.4;85.1;2.192984;-0.560117
IGAC-AMA-PA-094;-1.146389;-70.165556;7.7;5.5;86.7;2.417993;-0.332346
IGAC-AMA-PA-095;-0.892222;-70.254722;44.8;39.4;15.8;-1.040801;-0.129565
IGAC-AMA-PA-096;-0.901667;-70.256667;54.6;30.6;14.8;-1.306837;-0.577566
IGAC-AMA-PA-098;-0.546111;-70.324444;60.0;16.4;23.6;-0.935476;-1.296248
IGAC-AMA-PA-099;-1.091111;-71.351389;5.2;7.4;87.4;2.815752;0.345940
IGAC-AMA-PA-100;-1.050000;-71.400833;4.2;37.0;58.8;2.642048;2.179367
IGAC-AMA-PA-101;-1.041389;-71.418056;20.3;17.8;61.9;1.112058;-0.133777
IGAC-AMA-PA-102;-1.101389;-71.050000;7.7;19.9;72.3;2.237014;0.948495
IGAC-AMA-PA-103;-1.112500;-71.041667;15.4;41.9;42.7;1.017334;0.999261
IGAC-AMA-PA-104;-1.043333;-71.189444;35.0;16.0;49.1;0.339277;-0.783512
IGAC-AMA-PA-105;-1.036389;-71.200278;24.4;23.4;52.2;0.760687;-0.042520
IGAC-AMA-PA-106;-1.285833;-70.978333;42.1;51.1;6.8;-1.822738;0.193984
IGAC-AMA-PA-107;-1.295833;-70.975556;26.3;54.3;19.4;-0.306133;0.722716
IGAC-AMA-PA-108;-1.221389;-70.851389;14.6;32.8;52.6;1.281914;0.809855
IGAC-AMA-PA-109;-1.229722;-70.855000;41.8;48.7;9.5;-1.487413;0.151973
IGAC-AMA-PA-110;-1.406111;-70.910278;45.7;23.8;30.5;-0.403401;-0.649471
IGAC-AMA-PA-111;-1.398056;-70.911111;12.4;20.6;67.0;1.687790;0.509332
IGAC-AMA-PA-112;-1.392222;-70.877222;13.0;45.1;41.8;1.168364;1.244344
IGAC-AMA-PA-113;-1.336667;-70.794722;15.4;20.7;64.0;1.426308;0.297794
IGAC-AMA-PA-114;-1.267778;-70.867778;35.3;58.9;5.8;-1.801435;0.512378
IGAC-AMA-PA-115;-1.262222;-70.873889;11.4;56.6;32.0;1.030428;1.603037
IGAC-AMA-PA-116;-1.444167;-70.244167;22.6;28.0;49.5;0.786101;0.214662
IGAC-AMA-PA-117;-1.218169;-69.988595;49.1;34.2;16.8;-1.074687;-0.361761
IGAC-AMA-PA-118;-1.516389;-69.989444;67.4;23.4;9.1;-2.000046;-1.057708
IGAC-AMA-PA-119;-1.599722;-70.026667;43.6;43.3;13.1;-1.198064;-0.006626
IGAC-AMA-PA-120;-1.606111;-70.019722;28.5;54.1;17.4;-0.494572;0.640312
IGAC-AMA-PA-121;-1.568056;-70.061389;12.1;42.9;45.0;1.308801;1.261391
IGAC-AMA-PA-122;-1.562500;-70.051389;16.0;58.6;25.4;0.461387;1.297235
IGAC-AMA-PA-123;-1.265833;-69.719444;33.3;13.2;53.5;0.475278;-0.922407
IGAC-AMA-PA-124;-1.273056;-69.716944;18.1;13.9;67.9;1.319838;-0.263616
IGAC-AMA-PA-125;-1.287778;-69.713333;17.6;26.9;55.5;1.146882;0.424502
IGAC-AMA-PA-126;-1.280000;-69.716389;7.6;8.9;83.5;2.401329;0.160104
IGAC-AMA-PA-127;-1.440019;-69.453275;16.0;60.2;23.8;0.401700;1.327898
IGAC-AMA-PA-128;-1.524873;-69.486233;44.1;24.0;31.9;-0.322647;-0.606333
IGAC-AMA-PA-129;-1.516201;-69.491872;30.0;24.0;46.0;0.427444;-0.223144
IGAC-AMA-PA-130;-1.250278;-72.474444;40.7;53.5;5.7;-1.958761;0.273725
IGAC-AMA-PA-131;-1.248333;-69.467222;14.9;52.9;32.2;0.767685;1.265976
IGAC-AMA-PA-132;-1.267500;-72.451944;38.0;49.4;12.6;-1.100823;0.262585
IGAC-AMA-PA-133;-1.332500;-69.628056;38.0;34.2;27.8;-0.311859;-0.106067
IGAC-AMA-PA-134;-1.325278;-69.562500;26.8;38.1;35.1;0.270353;0.351068
IGAC-AMA-PA-135;-0.635556;-72.411667;1.8;4.2;94.0;3.965221;0.861145
IGAC-AMA-PA-136;-0.658889;-72.372778;26.7;18.4;54.9;0.722532;-0.368590
IGAC-AMA-PA-137;-0.685694;-72.263036;9.3;15.4;75.2;2.090601;0.507404
IGAC-AMA-PA-138;-0.629722;-72.281944;27.3;35.7;37.1;0.308133;0.268808
IGAC-AMA-PA-139;-0.595278;-72.225556;27.8;17.8;54.4;0.670134;-0.446242
IGAC-AMA-PA-140;-0.526389;-72.174722;7.0;0.9;92.1;2.574794;-2.050662
IGAC-AMA-PA-141;-0.534167;-72.173333;2.2;4.0;93.8;3.747326;0.590279
IGAC-AMA-PA-142;-0.516667;-72.128889;42.1;32.7;25.2;-0.511938;-0.250484
IGAC-AMA-PA-143;-0.589167;-72.428056;2.0;6.0;92.0;3.828641;1.098612
IGAC-AMA-PA-144;-0.599722;-72.421944;9.4;9.1;81.5;2.156066;-0.036776
IGAC-AMA-PA-145;-0.648889;-72.082778;20.3;11.6;68.1;1.207603;-0.562612
IGAC-AMA-PA-146;-0.671389;-72.070833;9.8;14.8;75.4;2.040494;0.411470
IGAC-AMA-PA-147;-1.167778;-71.520833;26.2;22.9;50.9;0.666251;-0.131939
IGAC-AMA-PA-148;-1.359023;-72.842116;31.6;27.6;40.8;0.255023;-0.133247
IGAC-AMA-PA-149;-1.381667;-69.867222;4.0;59.6;36.4;2.213680;2.708060
IGAC-AMA-PA-150;-1.309916;-72.862508;13.7;24.5;61.7;1.502101;0.577758
IGAC-AMA-PA-151;-1.576111;-72.712500;2.0;10.4;87.6;3.780143;1.644359
IGAC-AMA-PA-152;-1.583330;-72.704720;9.3;31.6;59.1;1.848171;1.224088
IGAC-AMA-PA-153;-1.854167;-72.371944;25.8;35.9;38.3;0.393427;0.330593
IGAC-AMA-PA-154;-1.684722;-72.514722;48.7;41.4;9.9;-1.595647;-0.162593
IGAC-AMA-PA-155;-1.783333;-72.449722;11.7;34.3;54.0;1.526569;1.073951
IGAC-AMA-PA-156;-1.778889;-72.537222;22.2;28.4;49.4;0.801590;0.248077
IGAC-AMA-PA-157;-1.469166;-72.811940;2.1;34.5;63.4;3.424678;2.816471
IGAC-AMA-PA-158;-1.443098;-72.795539;25.4;11.9;62.7;0.901267;-0.762357
IGAC-AMA-PA-159;-1.004444;-74.177777;41.0;24.7;34.2;-0.181735;-0.506710
IGAC-AMA-PA-160;-1.855833;-70.964722;46.4;39.4;14.2;-1.185103;-0.162715
IGAC-AMA-PA-163;-1.013611;-74.036944;10.2;36.3;53.5;1.653726;1.267258
IGAC-AMA-PA-165;-2.138611;-73.043056;31.3;25.2;43.5;0.328469;-0.215259
IGAC-AMA-PA-166;-1.768889;-73.188889;35.3;26.1;38.6;0.089775;-0.301591
IGAC-AMA-PA-167;-1.841389;-70.125833;38.0;26.8;35.2;-0.076422;-0.348196
IGAC-AMA-PA-168;-1.649167;-70.231111;28.9;37.2;33.9;0.157101;0.251678
IGAC-AMA-PA-169;-0.539722;-73.364444;42.5;30.6;26.9;-0.455665;-0.328250
IGAC-AMA-PA-170;-0.620833;-72.908611;46.1;15.7;38.3;-0.186503;-1.080191
IGAC-AMA-PA-171;-0.538333;-73.008056;24.9;62.2;12.9;-0.661474;0.913459
IGAC-AMA-PA-172;-0.640278;-73.185000;4.7;0.8;94.5;3.007634;-1.763511
IGAC-AMA-PA-173;-0.587778;-73.046389;20.2;35.5;44.3;0.785296;0.562470
IGAC-AMA-PA-174;-0.637500;-73.055556;46.8;34.6;18.6;-0.919929;-0.302833
IGAC-AMA-PA-175;-0.508056;-73.611944;26.3;24.1;49.6;0.634454;-0.084669
IGAC-ANT-A-1;8.498453;-76.809157;6.4;5.9;87.7;2.623107;-0.075614
IGAC-ANT-A-101;7.682790;-76.678390;17.0;10.6;72.4;1.446880;-0.472417
IGAC-ANT-A-103;7.270996;-76.443498;7.8;7.8;84.3;2.376336;0.001597
IGAC-ANT-A-104;7.515036;-76.588920;19.8;23.9;56.3;1.044603;0.189465
IGAC-ANT-A-105;7.137909;-76.400296;47.2;19.5;33.4;-0.346900;-0.885867
IGAC-ANT-A-106;6.657460;-74.858310;13.4;48.3;38.3;1.048868;1.279322
IGAC-ANT-A-107;6.544150;-75.223450;30.3;18.5;51.2;0.524336;-0.491330
IGAC-ANT-A-108;6.294625;-75.043788;27.3;8.7;64.0;0.851275;-1.142661
IGAC-ANT-A-109;7.232616;-76.470449;37.4;22.0;40.5;0.079902;-0.530436
IGAC-ANT-A-11;7.868019;-77.040685;19.3;44.3;36.4;0.634266;0.829226
IGAC-ANT-A-112;7.625225;-76.955317;30.7;33.3;36.0;0.159965;0.083471
IGAC-ANT-A-114;7.590510;-74.790810;28.2;9.2;62.6;0.797495;-1.123303
IGAC-ANT-A-115;8.032044;-75.200046;29.2;24.0;46.8;0.471080;-0.195342
IGAC-ANT-A-116;7.683180;-74.752230;26.1;48.0;25.8;-0.010711;0.608703
IGAC-ANT-A-117;6.220833;-74.613061;14.0;8.5;77.6;1.714056;-0.500259
IGAC-ANT-A-118;7.093974;-73.953421;15.6;34.3;50.1;1.166358;0.786690
IGAC-ANT-A-12;7.844621;-77.060506;24.3;40.5;35.2;0.370306;0.511397
IGAC-ANT-A-120;6.486697;-74.418803;7.4;14.5;78.1;2.350648;0.664172
IGAC-ANT-A-122;7.828442;-76.632230;28.3;11.0;60.6;0.760595;-0.945362
IGAC-ANT-A-123;7.516755;-76.586697;17.1;15.9;67.0;1.365573;-0.069892
IGAC-ANT-A-124;7.829122;-76.632989;32.1;36.2;31.7;-0.012523;0.121057
IGAC-ANT-A-125;8.794670;-76.395960;39.3;47.3;13.4;-1.074871;0.186528
IGAC-ANT-A-126;8.831830;-76.420520;69.7;23.9;6.4;-2.388451;-1.073075
IGAC-ANT-A-127;8.823267;-76.456405;15.4;20.0;64.6;1.433077;0.260743
IGAC-ANT-A-128;8.600200;-76.284210;29.6;30.8;39.6;0.292202;0.039020
IGAC-ANT-A-129;6.568655;-75.806522;47.1;27.8;25.1;-0.629568;-0.526423
IGAC-ANT-A-13;7.850595;-77.049748;22.7;50.0;27.3;0.183637;0.788820
IGAC-ANT-A-130;6.495520;-75.795600;22.1;16.4;61.5;1.021877;-0.297221
