profile_identifier;latitude;longitude;clay.60.100.cm;silt.60.100.cm;sand.60.100.cm;trans_1.60.100.cm;trans_2.60.100.cm
IGAC-BOY-PB-31A;5.373450;-72.695437;46.9;44.1;8.9;-1.659969;-0.061193
IGAC-BOY-PB-35A;5.588493;-73.166088;74.7;17.9;7.4;-2.315396;-1.427586
IGAC-BOY-PB-41;5.482156;-73.512930;36.2;29.7;34.1;-0.059760;-0.197903
IGAC-BOY-PB-42A;5.563159;-72.581575;33.5;22.7;43.8;0.266575;-0.389577
IGAC-BOY-PB-4A;6.293958;-72.644236;7.1;6.5;86.4;2.495114;-0.089019
IGAC-BOY-PB-55;6.065406;-73.522559;52.0;28.3;19.7;-0.973256;-0.608006
IGAC-BOY-PB-64A;6.302234;-72.399791;26.1;24.2;49.7;0.643331;-0.077883
IGAC-BOY-PB-65;5.820670;-73.472504;47.1;47.3;5.7;-2.116211;0.004135
IGAC-BOY-PB-71;5.769517;-73.463269;17.1;58.3;24.6;0.367139;1.228704
IGAC-BOY-PB-80;5.682800;-73.586731;73.2;26.5;0.4;-5.288610;-1.017037
IGAC-BOY-PB-87;5.553401;-73.636947;13.8;37.9;48.3;1.252450;1.007986
IGAC-BOY-PBC-1;6.985418;-72.128558;33.9;27.6;38.4;0.124349;-0.206086
IGAC-BOY-PBC-11;7.003582;-71.985209;6.4;37.6;56.0;2.171344;1.771935
IGAC-BOY-PBC-12;6.995681;-71.970281;2.0;11.8;86.2;3.763790;1.772999
IGAC-BOY-PBC-2;6.991819;-72.124537;39.3;34.7;25.9;-0.416256;-0.125052
IGAC-BOY-PJ-100;5.665323;-73.971992;55.4;33.4;11.2;-1.599072;-0.504812
IGAC-BOY-PJ-101;5.648052;-74.064055;39.6;40.3;20.1;-0.680040;0.016423
IGAC-BOY-PJ-112;5.574456;-73.898347;11.5;16.4;72.1;1.838416;0.360019
IGAC-BOY-PJ-124;5.761978;-74.578789;14.0;35.1;50.8;1.287885;0.918126
IGAC-BOY-PJ-126;5.904071;-74.578444;14.6;54.5;30.9;0.749199;1.318696
IGAC-BOY-PJ-13;5.519570;-74.056596;24.0;24.6;51.4;0.762110;0.027358
IGAC-BOY-PJ-132;6.077367;-74.549634;77.5;9.1;13.4;-1.751508;-2.140982
IGAC-BOY-PJ-136;5.928875;-74.524897;73.8;17.1;9.1;-2.089381;-1.465065
IGAC-BOY-PJ-137;5.868507;-74.568002;7.2;18.8;74.0;2.336370;0.968364
IGAC-BOY-PJ-14;5.517120;-74.070180;34.5;27.8;37.8;0.090357;-0.217355
IGAC-BOY-PJ-145;5.785050;-74.603204;44.8;21.7;33.5;-0.291491;-0.724005
IGAC-BOY-PJ-146;6.027477;-74.461424;22.8;12.0;65.2;1.052376;-0.638049
IGAC-BOY-PJ-27;5.489807;-73.978223;36.2;34.0;29.8;-0.192012;-0.061758
IGAC-BOY-PJ-32;5.549282;-74.014133;30.2;60.1;9.8;-1.126133;0.688751
IGAC-BOY-PJ-4;5.515663;-74.135122;32.6;26.6;40.8;0.226308;-0.201954
IGAC-BOY-PJ-5;5.523738;-74.126319;34.5;30.5;34.9;0.011169;-0.123534
IGAC-BOY-PJ-79;5.699820;-73.736916;46.2;33.8;20.0;-0.838822;-0.314229
IGAC-BOY-PJ-8;5.510957;-74.074964;30.0;34.6;35.4;0.165507;0.142664
IGAC-BOY-PJ-83;5.589015;-73.712878;40.4;36.7;22.9;-0.565926;-0.097524
IGAC-BOY-PJ-85;5.609080;-73.741604;28.1;21.6;50.3;0.582732;-0.265600
IGAC-BOY-PJ-86;5.603836;-73.727076;45.8;40.0;14.1;-1.177675;-0.135225
IGAC-BOY-PJ-87;5.626124;-73.780882;34.0;13.5;52.5;0.434365;-0.924374
IGAC-BOY-PJ-98;5.692660;-73.970318;40.1;51.9;8.0;-1.605494;0.257955
IGAC-BOY-R-01;5.428592;-73.525738;27.7;22.7;49.6;0.580270;-0.201927
IGAC-BOY-R-02;5.500996;-73.380134;42.4;17.8;39.8;-0.061904;-0.865590
IGAC-BOY-R-04;4.821098;-73.076912;47.7;36.4;15.9;-1.097886;-0.270870
IGAC-BOY-R-05;5.662491;-73.785028;29.0;31.2;39.8;0.319001;0.074239
IGAC-CAL-A-15;5.753211;-74.667936;60.8;26.6;12.6;-1.576100;-0.826395
IGAC-CAL-A-25;5.768415;-74.707992;4.9;10.1;85.0;2.850991;0.719374
IGAC-CAL-A-36;5.361268;-74.708404;14.5;50.0;35.6;0.899980;1.239949
IGAC-CAL-A-4;5.695807;-74.742534;19.7;58.3;22.0;0.110856;1.084403
IGAC-CAL-A-56;5.461505;-74.739411;9.4;11.6;79.0;2.130548;0.211651
IGAC-CAL-A-7;5.627224;-74.687676;28.8;30.5;40.7;0.347229;0.059899
IGAC-CAL-C-112;5.620752;-75.492339;53.4;26.2;20.4;-0.960748;-0.710519
IGAC-CAL-C-54;5.379007;-74.951826;24.1;31.6;44.3;0.606403;0.269051
IGAC-CAL-C-58;5.577216;-75.086844;30.7;7.4;61.9;0.700957;-1.423960
IGAC-CAL-C-61;5.024302;-75.463541;9.4;16.1;74.5;2.074673;0.544795
IGAC-CAL-C-66;4.961640;-75.353642;5.7;4.5;89.8;2.756404;-0.242636
IGAC-CAL-C-68;5.006468;-75.437241;5.9;8.6;85.5;2.666167;0.366456
IGAC-CAL-PC-1;4.841631;-75.364388;3.1;15.3;81.7;3.284868;1.607442
IGAC-CAL-PC-10;5.336950;-75.453181;55.0;37.2;7.9;-1.944736;-0.391197
IGAC-CAL-PC-11;5.340768;-75.431773;24.2;36.5;39.4;0.487918;0.412305
IGAC-CAL-PC-13;5.379784;-75.495532;45.0;30.8;24.2;-0.617628;-0.379251
IGAC-CAL-PC-15;5.443924;-75.480630;22.2;28.9;49.0;0.793089;0.265034
IGAC-CAL-PC-16;5.724356;-75.587936;10.8;16.3;72.9;1.905603;0.406064
IGAC-CAL-PC-17;5.548189;-75.546880;13.5;13.6;72.9;1.688402;0.010897
IGAC-CAL-PC-18;5.192943;-75.556118;9.2;19.7;71.1;2.043527;0.760017
IGAC-CAL-PC-19;5.475500;-75.637491;13.1;44.2;42.7;1.182984;1.217062
IGAC-CAL-PC-20;5.474399;-75.691888;36.2;26.2;37.6;0.036664;-0.324196
IGAC-CAL-PC-21;5.370372;-75.670460;36.7;49.9;13.4;-1.005255;0.308428
IGAC-CAL-PC-22;5.413867;-75.677889;18.3;37.6;44.1;0.878233;0.720793
IGAC-CAL-PC-23;5.562516;-74.748825;23.1;23.2;53.7;0.842105;0.004712
IGAC-CAL-PC-25;5.584678;-74.820571;24.8;33.4;41.9;0.525634;0.298594
IGAC-CAL-PC-26;5.564198;-74.848452;26.2;23.3;50.5;0.656781;-0.118978
IGAC-CAL-PC-27;5.555751;-74.974887;20.7;25.6;53.7;0.955507;0.213418
IGAC-CAL-PC-29;5.530696;-75.039659;2.1;12.4;85.4;3.687563;1.761703
IGAC-CAL-PC-3;5.043851;-75.381569;2.6;11.6;85.7;3.477972;1.479078
IGAC-CAL-PC-31;5.295401;-74.758294;2.0;2.5;95.5;3.871448;0.218528
IGAC-CAL-PC-32;5.357937;-74.730899;7.6;6.6;85.8;2.426808;-0.135399
IGAC-CAL-PC-33;5.422344;-75.113881;6.1;25.9;68.0;2.407287;1.442391
IGAC-CAL-PC-34;5.417182;-75.143570;2.0;25.3;72.7;3.593520;2.536721
IGAC-CAL-PC-36;5.360436;-75.101178;2.1;55.0;42.8;3.006413;3.257339
IGAC-CAL-PC-4;4.985488;-75.488729;3.4;15.4;81.1;3.169779;1.511063
IGAC-CAL-PC-5;4.991586;-75.637753;4.1;13.6;82.3;3.010363;1.211460
IGAC-CAL-PC-6;4.944424;-75.355643;12.9;47.6;39.5;1.121654;1.307442
IGAC-CAL-PC-8;5.353853;-75.296269;4.0;32.1;63.9;2.768439;2.078573
IGAC-CAL-PC-9;5.375884;-75.424325;4.0;19.4;76.6;2.958579;1.586448
IGAC-CAL-TM-113;5.316912;-74.896395;48.9;15.6;35.5;-0.320698;-1.145296
IGAC-CAL-TM-116;5.530689;-74.709481;30.7;35.0;34.3;0.112438;0.132694
IGAC-CAQ-055;2.712194;-75.061263;92.3;1.7;6.0;-2.732269;-4.023848
IGAC-CAQ-056;2.668945;-75.089440;55.5;14.1;30.4;-0.602420;-1.367025
IGAC-CAQ-059;2.729347;-74.962471;51.0;19.2;29.8;-0.539438;-0.977098
IGAC-CAQ-073;1.712283;-75.616134;75.9;17.0;7.2;-2.360364;-1.498625
IGAC-CAQ-076;1.629673;-75.630540;12.9;66.6;20.5;0.459784;1.637555
IGAC-CAQ-141;1.455214;-75.814346;51.2;31.3;17.5;-1.070718;-0.491877
IGAC-CAQ-142;2.683990;-75.108353;44.2;20.5;35.4;-0.222974;-0.769514
IGAC-CAQ-145;2.330199;-74.751181;94.2;2.0;3.8;-3.208252;-3.866550
IGAC-CAQ-149;1.879213;-75.679025;54.9;24.6;20.4;-0.989087;-0.802356
IGAC-CAQ-CQ-01;1.228969;-76.053903;55.6;25.4;19.0;-1.074928;-0.784020
IGAC-CAQ-CQ-02;1.222984;-76.064730;44.6;24.6;30.9;-0.367165;-0.595020
IGAC-CAQ-CQ-04;1.067414;-76.086758;40.8;12.1;47.1;0.142974;-1.215576
IGAC-CAQ-CQ-05;1.210028;-76.078081;67.8;12.0;20.2;-1.209420;-1.735169
IGAC-CAQ-CQ-06;1.135381;-76.171089;16.0;57.7;26.2;0.492205;1.280409
IGAC-CAQ-CQ-07;1.134325;-76.170600;27.8;34.3;37.9;0.311254;0.212060
IGAC-CAQ-CQ-08;1.154394;-76.123928;26.0;55.8;18.1;-0.361012;0.762605
IGAC-CAQ-CQ-10;1.362928;-75.990275;33.8;57.6;8.6;-1.372868;0.533753
IGAC-CAQ-CQ-11;1.244853;-75.888417;10.5;72.9;16.7;0.467301;1.941431
IGAC-CAQ-CQ-13;1.301167;-75.874667;35.0;50.4;14.6;-0.870861;0.363897
IGAC-CAQ-CQ-134;1.279236;-75.202917;3.7;63.6;32.7;2.171512;2.836297
IGAC-CAQ-CQ-135;1.394931;-75.337681;9.9;51.4;38.8;1.369181;1.651265
IGAC-CAQ-CQ-18;0.683000;-75.234325;56.2;27.8;15.9;-1.260975;-0.704319
IGAC-CAQ-CQ-19;0.632286;-75.210925;56.4;28.2;15.3;-1.301763;-0.692055
IGAC-CAQ-CQ-21;1.228542;-76.056444;16.3;44.9;38.9;0.870728;1.014939
IGAC-CAQ-CQ-23;1.472283;-75.860094;59.5;13.8;26.6;-0.804049;-1.460053
IGAC-CAQ-CQ-25;1.067542;-76.087328;5.1;28.1;66.8;2.563949;1.697618
IGAC-CAQ-CQ-27;1.135339;-76.171628;6.1;66.1;27.8;1.523292;2.389345
IGAC-CAQ-CQ-28;1.144497;-76.165033;20.3;59.1;20.5;0.011252;1.068922
IGAC-CAQ-CQ-29;1.155056;-76.125042;34.1;36.9;29.0;-0.164598;0.077673
IGAC-CAQ-CQ-30;1.171614;-76.154406;28.5;53.1;18.3;-0.440817;0.622499
IGAC-CAQ-CQ-31;1.345167;-75.984494;20.5;71.9;7.6;-0.987113;1.256848
IGAC-CAQ-CQ-33;1.278008;-75.872453;22.9;55.2;21.9;-0.043877;0.881496
IGAC-CAQ-CQ-34;1.276375;-75.872772;21.3;66.4;12.3;-0.554057;1.136260
IGAC-CAQ-CQ-41;1.241883;-74.757817;30.1;37.5;32.5;0.077055;0.220722
IGAC-CAQ-CQ-42;1.210722;-74.792378;7.5;53.8;38.7;1.641723;1.972838
IGAC-CAQ-CQ-43;1.208525;-74.763878;20.1;51.9;28.0;0.331531;0.948271
IGAC-CAQ-CQ-44;1.011156;-74.641358;81.0;9.9;9.1;-2.187859;-2.104141
IGAC-CAQ-CQ-45;0.998978;-74.702475;63.9;22.4;13.7;-1.540981;-1.047297
IGAC-CAQ-CQ-49;-0.247086;-72.423894;35.8;36.6;27.6;-0.260092;0.022090
IGAC-CAQ-CQ-50;-0.571531;-72.402917;65.7;16.2;18.0;-1.293028;-1.399506
IGAC-CAQ-CQ-52;1.362567;-74.948033;27.0;26.3;46.6;0.545404;-0.025740
IGAC-CAQ-CQ-53;2.229803;-74.891603;68.9;15.4;15.8;-1.475027;-1.499002
IGAC-CAQ-CQ-55;2.015672;-75.001808;12.8;77.6;9.6;-0.291732;1.798614
IGAC-CAQ-CQ-61;1.239311;-74.756072;15.8;47.6;36.6;0.840020;1.102405
IGAC-CAQ-CQ-63;1.201278;-74.756803;49.4;30.2;20.4;-0.882572;-0.491028
IGAC-CAQ-CQ-64;1.214939;-74.773625;51.7;27.4;20.9;-0.902578;-0.634253
IGAC-CAQ-CQ-72;2.222525;-74.873481;41.0;50.7;8.3;-1.598238;0.212518
IGAC-CAQ-CQ-73;2.230211;-74.891494;70.8;23.1;6.1;-2.453620;-1.121625
IGAC-CAQ-CQ-75;2.021297;-75.002869;54.0;33.0;13.1;-1.417943;-0.492510
IGAC-CAQ-CQ-76;1.912417;-75.186547;79.2;10.6;10.2;-2.047550;-2.011883
IGAC-CAQ-T-201;1.131967;-76.096814;26.8;52.0;21.2;-0.234785;0.661111
IGAC-CAQ-T-202;1.169340;-76.139723;43.8;26.4;29.8;-0.384514;-0.506874
IGAC-CAQ-T-204;1.323019;-75.967919;30.4;50.6;19.0;-0.473757;0.508397
IGAC-CAQ-T-206;1.606566;-75.479875;63.2;19.6;17.2;-1.303412;-1.169113
IGAC-CAQ-T-207;1.666570;-75.289367;61.4;23.8;14.8;-1.420869;-0.946082
IGAC-CAQ-T-221;1.142335;-76.161639;18.3;61.4;20.4;0.108656;1.211648
IGAC-CAQ-T-223;1.509543;-75.865878;46.4;37.1;16.5;-1.032283;-0.223564
IGAC-CAQ-T-224;1.141300;-75.684279;22.0;45.3;32.7;0.398496;0.722449
IGAC-CAQ-T-225;1.104871;-75.687073;11.1;58.6;30.2;0.997642;1.660571
IGAC-CAQ-T-227;1.861268;-75.663641;72.8;12.7;14.5;-1.613887;-1.747942
IGAC-CAQ-T-230;1.520212;-75.338349;2.2;76.7;21.1;2.242582;3.533240
IGAC-CAQ-T-232;1.844368;-75.253796;40.0;45.4;14.6;-1.008408;0.125565
IGAC-CAQ-T-233;1.849710;-75.205421;40.7;41.7;17.6;-0.835959;0.025858
IGAC-CAQ-T-237;2.289076;-74.943951;42.3;29.7;28.0;-0.412738;-0.355629
IGAC-CAQ-T-238;2.164346;-74.929592;29.0;55.6;15.3;-0.638508;0.649474
IGAC-CAQ-T-241;1.163165;-76.180300;20.5;69.1;10.4;-0.680885;1.213217
IGAC-CAQ-T-244;1.448737;-75.872053;26.8;56.1;17.1;-0.450269;0.740294
IGAC-CAQ-T-245;1.505917;-75.873346;48.9;40.4;10.7;-1.523764;-0.192270
IGAC-CAQ-T-247;1.726532;-75.635044;26.8;59.9;13.3;-0.704729;0.804435
IGAC-CAQ-T-250;1.645865;-75.159082;10.3;42.8;47.0;1.520675;1.427217
IGAC-CAQ-T-257;2.752286;-74.987299;41.3;40.9;17.8;-0.844163;-0.011514
IGAC-CAS-C-06;4.712891;-71.502154;60.7;31.0;8.3;-1.990652;-0.673479
IGAC-CAS-C-12;6.064511;-72.329859;37.9;36.3;25.9;-0.381747;-0.043806
IGAC-CAS-C-15;6.084745;-72.266161;19.3;27.9;52.8;1.007552;0.369228
IGAC-CAS-C-17;5.864612;-72.157832;17.5;36.3;46.2;0.972242;0.731343
IGAC-CAS-C-38;5.662426;-72.076736;41.0;9.7;49.3;0.184442;-1.435831
IGAC-CAS-C-60;4.415084;-72.806303;50.2;40.4;9.4;-1.671772;-0.218243
IGAC-CAS-C-65;4.630009;-72.876248;5.7;12.7;81.6;2.657147;0.796326
IGAC-CAS-C-87;4.858585;-72.868704;7.1;4.7;88.2;2.517899;-0.417871
IGAC-CAS-C-89;4.440681;-72.693340;22.3;62.3;15.4;-0.369588;1.026660
IGAC-CAS-CN-02;4.331667;-72.704694;69.4;20.7;9.9;-1.949829;-1.208855
IGAC-CAS-CN-06;4.705083;-72.912167;14.8;32.5;52.7;1.266606;0.783956
IGAC-CAS-CN-07;4.608917;-72.898222;15.4;8.5;76.1;1.597276;-0.600671
IGAC-CAS-CN-10;4.878711;-73.024617;18.7;64.2;17.1;-0.088744;1.235727
IGAC-CAS-CN-101;5.846183;-72.159564;32.2;22.1;45.7;0.351435;-0.376833
IGAC-CAS-CN-102;5.752756;-71.631427;8.0;8.2;83.8;2.351963;0.027581
IGAC-CAS-CN-104;5.972228;-71.099369;12.5;6.2;81.3;1.875483;-0.693147
IGAC-CAS-CN-105;5.969097;-71.100614;8.1;14.1;77.8;2.260004;0.552155
IGAC-CAS-CN-11;4.831194;-72.816861;5.7;9.7;84.5;2.689126;0.528509
IGAC-CAS-CN-121;5.734589;-72.102534;24.3;24.6;51.1;0.742192;0.010287
IGAC-CAS-CN-122;5.848699;-72.106195;63.9;33.4;2.6;-3.187652;-0.648895
IGAC-CAS-CN-125;5.781146;-71.955085;29.6;29.5;40.9;0.321996;-0.002079
IGAC-CAS-CN-126;5.813517;-71.902267;39.3;14.6;46.1;0.159366;-0.993068
IGAC-CAS-CN-127;5.708523;-70.947097;20.1;33.1;46.9;0.848031;0.499218
IGAC-CAS-CN-22;4.469889;-72.743361;2.0;12.0;86.0;3.750038;1.777156
IGAC-CAS-CN-25;4.935059;-72.933167;26.2;54.2;19.6;-0.291157;0.727888
IGAC-CAS-CN-31;4.745086;-72.893966;19.7;15.7;64.6;1.188938;-0.225508
IGAC-CAS-CN-32;4.562788;-72.823912;45.3;37.1;17.6;-0.944603;-0.200293
IGAC-CAS-CN-42;5.200797;-72.627657;26.7;50.2;23.1;-0.142361;0.631728
IGAC-CAS-CN-43;5.201886;-72.521200;28.4;34.1;37.5;0.279593;0.183303
IGAC-CAS-CN-44;5.162353;-72.374800;24.9;44.9;30.1;0.190123;0.589615
IGAC-CAS-CN-45;5.469405;-72.266270;23.7;26.2;50.0;0.745481;0.099198
IGAC-CAS-CN-47;4.736628;-72.323133;63.9;33.4;2.6;-3.187834;-0.648881
IGAC-CAS-CN-49;5.105425;-72.091920;38.7;22.2;39.1;0.009042;-0.553642
IGAC-CAS-CN-50;5.050775;-72.185015;34.7;26.4;38.9;0.114594;-0.274093
IGAC-CAS-CN-51;5.474921;-72.181918;12.2;78.6;9.3;-0.274138;1.864035
IGAC-CAS-CN-54;5.107494;-72.133499;22.4;23.3;54.3;0.887752;0.041892
IGAC-CAS-CN-55;5.285111;-72.348028;22.6;22.9;54.5;0.881888;0.016313
IGAC-CAS-CN-56;5.053274;-72.449128;30.3;37.3;32.4;0.068086;0.209455
IGAC-CAS-CN-61;5.470634;-72.428600;53.1;23.7;23.2;-0.828935;-0.805035
IGAC-CAS-CN-62;5.302793;-72.503325;31.2;55.4;13.4;-0.844144;0.573245
IGAC-CAS-CN-64;5.163367;-72.373656;50.6;43.6;5.8;-2.174358;-0.148174
IGAC-CAS-CN-73;4.822765;-71.371652;25.9;28.3;45.7;0.567303;0.089063
IGAC-CAS-CN-81;5.902450;-71.977483;18.5;16.0;65.5;1.264619;-0.141992
IGAC-CAS-CN-82;5.860883;-71.934991;30.5;39.1;30.4;-0.004161;0.249454
IGAC-CAS-CN-83;5.694714;-72.162611;17.2;7.1;75.7;1.481237;-0.892082
IGAC-CAS-CN-84;5.438030;-71.695653;40.9;55.3;3.8;-2.376667;0.300639
IGAC-CAS-CN-85;5.481623;-71.735120;18.3;37.9;43.8;0.871313;0.726582
IGAC-CAU-C-1;2.398790;-76.302932;2.4;40.0;57.7;3.179964;2.813173
IGAC-CAU-CA-01;3.139462;-77.366165;26.8;29.2;44.0;0.497950;0.087330
IGAC-CAU-CA-03;2.999533;-77.511739;49.3;29.1;21.5;-0.828266;-0.527389
IGAC-CAU-CA-04;1.029803;-76.363376;55.7;29.7;14.6;-1.337749;-0.628938
IGAC-CAU-CC-02;2.961629;-76.743063;46.5;33.1;20.4;-0.823743;-0.337922
IGAC-CAU-CC-03;2.966890;-76.443503;57.7;23.2;19.1;-1.105519;-0.908835
IGAC-CAU-CC-04;2.858875;-76.641579;90.0;5.9;4.1;-3.087373;-2.721824
IGAC-CAU-CC-06;2.558491;-76.251647;44.3;17.1;38.7;-0.135542;-0.951977
IGAC-CAU-CC-14;2.014977;-77.175318;20.5;38.3;41.2;0.696109;0.624473
IGAC-CAU-CC-15;2.378620;-76.798639;73.9;21.7;4.4;-2.822304;-1.224798
IGAC-CAU-CC-18;1.840676;-76.897938;77.8;10.4;11.8;-1.887011;-2.007874
IGAC-CAU-CC-19;1.915158;-76.925666;41.2;16.3;42.6;0.032749;-0.929984
IGAC-CAU-CC-25;2.707212;-76.057046;28.4;35.6;36.0;0.239196;0.227603
IGAC-CAU-CC-31;2.976944;-76.669167;33.1;24.3;42.6;0.252676;-0.310180
IGAC-CAU-CC-32;2.977714;-76.670080;50.8;36.6;12.7;-1.389296;-0.327163
IGAC-CAU-CC-33;3.055205;-76.630997;26.3;34.4;39.2;0.397725;0.267656
IGAC-CAU-CC-35;3.002675;-76.610730;39.7;37.7;22.6;-0.561409;-0.049910
IGAC-CAU-CC-36;2.790998;-76.490367;40.3;26.3;33.4;-0.188259;-0.426499
IGAC-CAU-CC-37;2.832883;-76.515059;76.7;11.5;11.7;-1.877712;-1.896666
IGAC-CAU-CC-40;1.733870;-77.298257;26.5;37.7;35.8;0.299668;0.353585
IGAC-CAU-CC-42;1.761067;-77.083382;41.1;24.1;34.7;-0.168383;-0.532995
IGAC-CAU-CC-45;2.064075;-77.073503;66.0;33.2;0.8;-4.417324;-0.686090
IGAC-CAU-CC-54;2.241906;-76.504217;2.2;16.9;80.9;3.610939;2.046869
IGAC-CAU-CC-58;2.181337;-77.061067;63.4;20.8;15.8;-1.390895;-1.112981
IGAC-CAU-CC-64;3.010541;-76.493356;58.4;19.4;22.1;-0.971151;-1.101451
IGAC-CAU-CC-66;1.883936;-76.998621;31.4;30.7;38.0;0.191841;-0.022646
IGAC-CAU-CC-68;2.163008;-76.912589;69.9;22.7;7.4;-2.243115;-1.125387
IGAC-CAU-CC-76;1.967070;-76.767267;53.6;14.5;32.0;-0.517065;-1.310577
IGAC-CAU-CHC-104;2.524894;-75.999668;29.1;35.5;35.4;0.196667;0.200545
IGAC-CAU-CHC-59;2.575554;-76.758074;55.9;22.4;21.7;-0.948435;-0.912392
IGAC-CAU-CS-23;3.093881;-76.554180;25.1;39.9;35.0;0.330033;0.462195
IGAC-CAU-GC-30;2.942772;-76.527138;41.7;19.1;39.2;-0.060479;-0.780851
IGAC-CAU-GC-31;2.926441;-76.518634;21.6;27.9;50.6;0.850689;0.254843
IGAC-CAU-NR-44CC;2.558564;-77.788080;57.9;39.8;2.3;-3.247919;-0.375134
IGAC-CAU-P-101;2.770981;-76.057515;67.6;10.0;22.4;-1.103138;-1.911019
IGAC-CAU-P-113CC;2.501803;-76.066959;23.3;46.1;30.7;0.277369;0.683398
IGAC-CAU-P-17;3.026769;-76.522767;61.4;10.4;28.2;-0.775854;-1.775301
IGAC-CAU-P-223;2.262363;-76.884690;68.0;23.3;8.7;-2.055151;-1.069802
IGAC-CAU-P-226;2.236054;-76.858796;59.8;27.1;13.1;-1.516926;-0.792863
IGAC-CAU-P-261;1.863088;-76.879792;32.6;23.7;43.7;0.293062;-0.320796
IGAC-CAU-P-269;1.923224;-77.208540;51.9;33.8;14.4;-1.284684;-0.428170
IGAC-CAU-P-282;2.184552;-76.862071;19.8;37.1;43.1;0.780880;0.630040
IGAC-CAU-P-301;2.032825;-77.131827;36.0;46.0;18.0;-0.694790;0.244575
IGAC-CAU-P-311;1.824760;-76.995977;49.2;32.8;18.0;-1.007166;-0.407299
IGAC-CAU-P-324;1.782037;-77.168879;32.9;30.1;37.0;0.117649;-0.090687
IGAC-CAU-P-333;2.020449;-77.122115;28.6;38.7;32.8;0.138134;0.303178
IGAC-CAU-P-33CC;2.772839;-76.328822;62.1;8.8;29.1;-0.755796;-1.953107
IGAC-CAU-P-35CC;2.214165;-76.610262;43.5;28.7;27.8;-0.449343;-0.414176
IGAC-CAU-P-6;2.631478;-76.467705;34.5;25.5;40.0;0.148164;-0.303981
IGAC-CAU-P-72;2.409896;-76.897786;60.2;20.2;19.6;-1.119441;-1.092671
IGAC-CAU-P-82CC;1.771972;-77.197686;46.1;35.3;18.6;-0.904965;-0.266711
IGAC-CAU-P-90;2.234214;-76.620971;8.4;15.7;75.9;2.198559;0.622877
IGAC-CAU-S-21;1.543546;-76.281314;50.5;13.3;36.1;-0.335699;-1.332951
IGAC-CAU-S-33;1.458885;-76.629501;47.8;29.4;22.8;-0.739240;-0.487410
IGAC-CAU-S-36;1.079077;-76.423427;49.5;24.3;26.3;-0.633798;-0.713218
IGAC-CAU-S-44;1.351781;-76.486454;61.3;26.6;12.1;-1.618159;-0.835661
IGAC-CAU-T-18CC;2.605235;-77.002133;38.6;30.3;31.1;-0.215767;-0.242898
IGAC-CAU-V-143;3.115285;-76.389662;54.7;30.7;14.6;-1.322275;-0.577409
IGAC-CAU-V-144;3.189731;-76.262304;35.0;42.0;23.0;-0.418158;0.181524
IGAC-CAU-V-147;3.206687;-76.290691;56.6;29.5;13.9;-1.403671;-0.652087
IGAC-CAU-V-153;3.019304;-76.456923;60.9;32.9;6.2;-2.280805;-0.617345
IGAC-CAU-V-156;3.052019;-76.429717;40.8;34.5;24.7;-0.500379;-0.166618
IGAC-CAU-V-165;3.123910;-76.460385;50.3;30.2;19.5;-0.947501;-0.511120
IGAC-CAU-V-168;3.031420;-76.469534;32.3;36.6;31.1;-0.038319;0.123830
IGAC-CES-CE-001;10.030639;-74.014556;4.7;4.8;90.5;2.951487;0.014036
IGAC-CES-CE-005;10.272139;-73.954194;18.3;17.8;63.9;1.251654;-0.025269
IGAC-CES-CE-008;9.389203;-73.886620;64.3;26.2;9.5;-1.915647;-0.897168
IGAC-CES-CE-012;9.982639;-73.811417;53.1;37.0;10.0;-1.673207;-0.362138
IGAC-CES-CE-013;9.951122;-73.874270;31.3;29.9;38.8;0.212582;-0.048111
IGAC-CES-CE-014;9.147861;-73.711278;18.8;15.4;65.8;1.255453;-0.194929
IGAC-CES-CE-015;9.533417;-73.797639;36.5;42.3;21.2;-0.543248;0.147616
IGAC-CES-CE-016;9.521167;-73.854278;65.4;28.1;6.5;-2.316621;-0.845333
IGAC-CES-CE-017;8.625379;-73.807309;42.9;52.3;4.8;-2.180282;0.198123
IGAC-CES-CE-018;9.765194;-73.733806;32.5;31.5;36.0;0.099930;-0.032082
IGAC-CES-CE-021;8.437153;-73.719786;35.3;46.4;18.3;-0.658403;0.272003
IGAC-CES-CE-022;8.186253;-73.696064;20.3;44.3;35.4;0.553928;0.778684
IGAC-CES-CE-023;8.780944;-73.717556;49.5;32.7;17.8;-1.021501;-0.414950
IGAC-CES-CE-024;8.807533;-73.724799;34.3;15.2;50.5;0.387145;-0.815681
IGAC-CES-CE-026;10.415543;-73.624406;26.8;12.6;60.6;0.816664;-0.752890
IGAC-CES-CE-027;10.412167;-73.624944;6.1;20.4;73.5;2.486723;1.204877
IGAC-CES-CE-028;9.665600;-73.661182;28.8;44.6;26.6;-0.081615;0.437117
IGAC-CES-CE-029;10.413967;-73.642267;17.9;8.7;73.4;1.411298;-0.716440
IGAC-CES-CE-030;9.147731;-73.700803;25.6;13.9;60.5;0.857504;-0.612451
IGAC-CES-CE-032;7.815438;-73.646467;28.4;38.5;33.1;0.153373;0.303125
IGAC-CES-CE-033;8.651808;-73.635619;3.6;3.8;92.6;3.239236;0.042758
IGAC-CES-CE-036;9.603444;-73.603667;48.6;14.3;37.1;-0.268240;-1.221799
IGAC-CES-CE-037;10.155250;-73.443583;42.2;50.7;7.2;-1.770122;0.183295
